"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","2022","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Export","39792060","20573950.277","Weight in kilograms","20573950.277"
"China","2022","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Import","33494974","16443700.209","Weight in kilograms","16443700.209"
"China","2022","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Export","17299121","7142587.956","Weight in kilograms","7142587.956"
"China","2022","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Export","267238205","","No Quantity",""
"China","2022","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Import","185666797","81896956.974","Weight in kilograms","81896956.974"
"China","2022","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","28191571","2987029.073","Weight in kilograms","2987029.073"
"China","2022","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","68077191","7326476.009","Weight in kilograms","7326476.009"
"China","2022","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","20984357","5057692.358","Weight in kilograms","5057692.358"
"China","2022","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","206257873","44146999","Weight in kilograms","44146999"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)","Export","1288365","621803","Weight in kilograms","621803"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)","Import","1080","360","Weight in kilograms","360"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Import","425676701","304230977.882","Weight in kilograms","304230977.882"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Export","16583830","11784976","Weight in kilograms","11784976"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)","Import","4828849","1842333.245","Weight in kilograms","1842333.245"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)","Export","182629445","72021213","Weight in kilograms","72021213"
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Export","180766998","","No Quantity",""
"China","2022","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Import","70417052","11283226.109","Weight in kilograms","11283226.109"
"China","2022","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","13565401","1359825.405","Weight in kilograms","1359825.405"
"China","2022","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","6249610","1498520.382","Weight in kilograms","1498520.382"
"China","2022","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Export","812808","1346515","Weight in kilograms","1346515"
"China","2022","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Import","244467","22277.572","Weight in kilograms","22277.572"
"China","2022","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Export","478375","76140","Weight in kilograms","76140"
"China","2022","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Import","57340","243.636","Weight in kilograms","243.636"
"China","2022","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Import","68358611","27883130.937","Weight in kilograms","27883130.937"
"China","2022","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Export","121811534","51820092.041","Weight in kilograms","51820092.041"
"China","2022","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Import","1224549","337697.374","Weight in kilograms","337697.374"
"China","2022","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Export","39763224","5586673.273","Weight in kilograms","5586673.273"
"China","2022","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Import","43778634","5838798.69","Weight in kilograms","5838798.69"
"China","2022","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Export","82795946","7433872.083","Weight in kilograms","7433872.083"
"China","2022","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Export","303880385","13457115.499","Weight in kilograms","13457115.499"
"China","2022","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Import","2881057","77535.952","Weight in kilograms","77535.952"
"China","2022","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","1887260","107089.447","Weight in kilograms","107089.447"
"China","2022","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","83214004","4289830.134","Weight in kilograms","4289830.134"
"China","2022","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","71243569","4326569.059","Weight in kilograms","4326569.059"
"China","2022","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","38828299","5378338.632","Weight in kilograms","5378338.632"
"China","2022","Aldehydes; cyclic polymers of aldehydes","Export","9997492","2141575.377","Weight in kilograms","2141575.377"
"China","2022","Aldehydes; cyclic polymers of aldehydes","Import","2492599","381307.588","Weight in kilograms","381307.588"
"China","2022","Paraformaldehyde","Export","39715532","46988671","Weight in kilograms","46988671"
"China","2022","Paraformaldehyde","Import","17202637","16719498.192","Weight in kilograms","16719498.192"
"China","2022","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Import","6219339","4394043.637","Weight in kilograms","4394043.637"
"China","2022","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Export","49835715","3447357.322","Weight in kilograms","3447357.322"
"China","2022","Ketones; acyclic, without other oxygen function, acetone","Import","490418363","715279055.001","Weight in kilograms","715279055.001"
"China","2022","Ketones; acyclic, without other oxygen function, acetone","Export","3742410","3514866","Weight in kilograms","3514866"
"China","2022","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Export","385321470","255199880","Weight in kilograms","255199880"
"China","2022","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Import","883653","367530","Weight in kilograms","367530"
"China","2022","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Import","27335299","21350048.366","Weight in kilograms","21350048.366"
"China","2022","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Export","2340017","1238155","Weight in kilograms","1238155"
"China","2022","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Import","42710890","7052771.224","Weight in kilograms","7052771.224"
"China","2022","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Export","77297351","15822758.461","Weight in kilograms","15822758.461"
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Import","2375825","","No Quantity",""
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Export","93895979","57145616","Weight in kilograms","57145616"
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Export","30897205","2695901.757","Weight in kilograms","2695901.757"
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Import","23736338","2186310.081","Weight in kilograms","2186310.081"
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Export","286947726","27358741.027","Weight in kilograms","27358741.027"
"China","2022","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Import","67579683","7635527.254","Weight in kilograms","7635527.254"
"China","2022","Ketones; aromatic, (without other oxygen function), excluding phenylacetone (phenylpropan-2-one)","Import","6906538","356493.197","Weight in kilograms","356493.197"
"China","2022","Ketones; aromatic, (without other oxygen function), excluding phenylacetone (phenylpropan-2-one)","Export","170152720","26120740.045","Weight in kilograms","26120740.045"
"China","2022","Ketone-alcohols and ketone-aldehydes","Import","9503447","5330982.459","Weight in kilograms","5330982.459"
"China","2022","Ketone-alcohols and ketone-aldehydes","Export","36875420","3516425.047","Weight in kilograms","3516425.047"
"China","2022","Ketone-phenols and ketones with other oxygen function","Import","17400505","1596959.362","Weight in kilograms","1596959.362"
"China","2022","Ketone-phenols and ketones with other oxygen function","Export","259347939","17855465.598","Weight in kilograms","17855465.598"
"China","2022","Quinones; anthraquinone","Export","28776927","3062951.149","Weight in kilograms","3062951.149"
"China","2022","Quinones; anthraquinone","Import","5454511","563557.758","Weight in kilograms","563557.758"
"China","2022","Quinones; coenzyme Q10 (ubidecarenone (INN))","Export","264930291","","No Quantity",""
"China","2022","Quinones; coenzyme Q10 (ubidecarenone (INN))","Import","3735656","7856.905","Weight in kilograms","7856.905"
"China","2022","Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","Export","67650687","3858127.049","Weight in kilograms","3858127.049"
"China","2022","Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","Import","13332796","1634380.13","Weight in kilograms","1634380.13"
"China","2022","Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)","Import","15352381","437117.607","Weight in kilograms","437117.607"
"China","2022","Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)","Export","254395304","14140471.982","Weight in kilograms","14140471.982"
"China","2022","Acids; saturated acyclic monocarboxylic acids; formic acid","Import","1218782","113842.622","Weight in kilograms","113842.622"
"China","2022","Acids; saturated acyclic monocarboxylic acids; formic acid","Export","179610955","224529101","Weight in kilograms","224529101"
"China","2022","Acids; saturated acyclic monocarboxylic acids; salts of formic acids","Import","1577541","1022397.474","Weight in kilograms","1022397.474"
"China","2022","Acids; saturated acyclic monocarboxylic acids; salts of formic acids","Export","156809928","203508360.985","Weight in kilograms","203508360.985"
